WorkerId,Input.model1_summary1,Input.model2_summary1,Input.model1_summary2,Input.model2_summary2,Input.model1_summary3,Input.model2_summary3,Input.model1_summary4,Input.model2_summary4,Input.model1_summary5,Input.model2_summary5,Input.id1,Input.id2,Input.id3,Input.id4,Input.id5,Answer.pref1,Answer.pref2,Answer.pref3,Answer.pref4,Answer.pref5
4,"Marco expresses disappointment that Daniel will only be passing through Bologna's airport for a brief layover in the fall, while Simone mentions a potential visit in December for a weekend, which Marco welcomes with enthusiasm.","Daniel is flying to Bologna but must change planes, so he will only be at the airport for 2 hours. Marco may not be able to see him during that time, but Simone may come in December for a weekend.","Daniel is flying to Bologna but must change planes, so he will only be at the airport for 2 hours. Marco may not be able to see him during that time, but Simone may come in December for a weekend.","Marco expresses disappointment that Daniel will only be passing through Bologna's airport for a brief layover in the fall, while Simone mentions a possible visit in December for a weekend. Marco invites Simone to stay with him during that time.","Daniel is flying to Bologna but will only be there for 2 hours, so Marco may not be able to see him. Simone may come in December for a weekend, and Marco offers to host her.","Marco expresses disappointment as Daniel reveals he'll only be stopping over in Bologna for a brief layover in the fall, while Simone mentions possibly visiting in December for a weekend and Marco offers to host.","Marco expresses disappointment as Daniel reveals he'll only be passing through Bologna's airport for a brief layover in the fall, while Simone mentions a potential visit in December for a weekend. Marco welcomes Simone with open arms if they decide to come.","Daniel is flying to Bologna but will only be there for 2 hours, so Marco may not be able to see him. Simone may come in December for a weekend, and Marco offers to host her.","Daniel is flying to Bologna but will only be there for 2 hours, so Marco may not be able to see him. Simone may come in December for a weekend, and Marco offers to host her.","Marco expresses disappointment as Daniel shares he'll only be stopping in Bologna's airport for two hours during his fall travel, while Simone mentions a potential visit in December for a weekend, which Marco looks forward to.",1,2,2,1,2,1,-1,-1,1,-1
2,"Marco expresses disappointment that Daniel will only be passing through Bologna's airport for a brief layover in the fall, while Simone mentions a potential visit in December for a weekend, which Marco welcomes with enthusiasm.","Daniel is flying to Bologna but must change planes, so he will only be at the airport for 2 hours. Marco may not be able to see him during that time, but Simone may come in December for a weekend.","Daniel is flying to Bologna but must change planes, so he will only be at the airport for 2 hours. Marco may not be able to see him during that time, but Simone may come in December for a weekend.","Marco expresses disappointment that Daniel will only be passing through Bologna's airport for a brief layover in the fall, while Simone mentions a possible visit in December for a weekend. Marco invites Simone to stay with him during that time.","Daniel is flying to Bologna but will only be there for 2 hours, so Marco may not be able to see him. Simone may come in December for a weekend, and Marco offers to host her.","Marco expresses disappointment as Daniel reveals he'll only be stopping over in Bologna for a brief layover in the fall, while Simone mentions possibly visiting in December for a weekend and Marco offers to host.","Marco expresses disappointment as Daniel reveals he'll only be passing through Bologna's airport for a brief layover in the fall, while Simone mentions a potential visit in December for a weekend. Marco welcomes Simone with open arms if they decide to come.","Daniel is flying to Bologna but will only be there for 2 hours, so Marco may not be able to see him. Simone may come in December for a weekend, and Marco offers to host her.","Daniel is flying to Bologna but will only be there for 2 hours, so Marco may not be able to see him. Simone may come in December for a weekend, and Marco offers to host her.","Marco expresses disappointment as Daniel shares he'll only be stopping in Bologna's airport for two hours during his fall travel, while Simone mentions a potential visit in December for a weekend, which Marco looks forward to.",1,2,2,1,2,1,-1,1,1,1
8,"Marco expresses disappointment that Daniel will only be passing through Bologna's airport for a brief layover in the fall, while Simone mentions a potential visit in December for a weekend, which Marco welcomes with enthusiasm.","Daniel is flying to Bologna but must change planes, so he will only be at the airport for 2 hours. Marco may not be able to see him during that time, but Simone may come in December for a weekend.","Daniel is flying to Bologna but must change planes, so he will only be at the airport for 2 hours. Marco may not be able to see him during that time, but Simone may come in December for a weekend.","Marco expresses disappointment that Daniel will only be passing through Bologna's airport for a brief layover in the fall, while Simone mentions a possible visit in December for a weekend. Marco invites Simone to stay with him during that time.","Daniel is flying to Bologna but will only be there for 2 hours, so Marco may not be able to see him. Simone may come in December for a weekend, and Marco offers to host her.","Marco expresses disappointment as Daniel reveals he'll only be stopping over in Bologna for a brief layover in the fall, while Simone mentions possibly visiting in December for a weekend and Marco offers to host.","Marco expresses disappointment as Daniel reveals he'll only be passing through Bologna's airport for a brief layover in the fall, while Simone mentions a potential visit in December for a weekend. Marco welcomes Simone with open arms if they decide to come.","Daniel is flying to Bologna but will only be there for 2 hours, so Marco may not be able to see him. Simone may come in December for a weekend, and Marco offers to host her.","Daniel is flying to Bologna but will only be there for 2 hours, so Marco may not be able to see him. Simone may come in December for a weekend, and Marco offers to host her.","Marco expresses disappointment as Daniel shares he'll only be stopping in Bologna's airport for two hours during his fall travel, while Simone mentions a potential visit in December for a weekend, which Marco looks forward to.",1,2,2,1,2,0,0,1,-1,0
2,Mr. Benson is discussing work matters with his team while he is away in Peru.,"Mr. Benson thanked his team for staying after hours and discussed the need to cover his work during his absence in Peru, as well as requesting urgent assistance from them on certain matters.","Mr. Benson is discussing matters related to his absence in Peru and requires assistance from his team members, Claudia, Andy, and Mark.","Mr. Benson thanked the team for staying after hours and discussed the need to cover his absense with some tasks and requirements, while Claudia and Andy expressed their availability. Mark arrived late due to a client call.","Mr. Benson is discussing matters related to his absence in Peru and requires assistance from his team members, Claudia, Andy, and Mark.",Mr. Benson thanked the team for staying after hours and discussed the need to cover his absence and requested urgent tasks from them. The team confirmed their presence and inquired about the required tasks.,"Mr. Benson is discussing matters related to his absence in Peru and requires assistance from his team members, Claudia, Andy, and Mark.","Mr. Benson thanked everyone for staying after hours and discussed the need to discuss work matters in his absence and urgent requirements from the team. Claudia, Andy, and Mark confirmed their attendance. Mark mentioned being late due to a client call, and Mr. Benson assured him they were just starting the discussion.","Mr. Benson, currently in Peru, thanked employees for staying after hours and discussed urgent matters requiring their attention. Claudia, Andy, and Mark expressed their presence and inquired about specific requirements. Mr. Benson assured Mark he hadn't missed anything as they were just beginning the discussion.",Mr. Benson is discussing work matters with his team while he is away in Peru.,2,2,2,2,1,-1,1,-1,-1,1
7,Mr. Benson is discussing work matters with his team while he is away in Peru.,"Mr. Benson thanked his team for staying after hours and discussed the need to cover his work during his absence in Peru, as well as requesting urgent assistance from them on certain matters.","Mr. Benson is discussing matters related to his absence in Peru and requires assistance from his team members, Claudia, Andy, and Mark.","Mr. Benson thanked the team for staying after hours and discussed the need to cover his absense with some tasks and requirements, while Claudia and Andy expressed their availability. Mark arrived late due to a client call.","Mr. Benson is discussing matters related to his absence in Peru and requires assistance from his team members, Claudia, Andy, and Mark.",Mr. Benson thanked the team for staying after hours and discussed the need to cover his absence and requested urgent tasks from them. The team confirmed their presence and inquired about the required tasks.,"Mr. Benson is discussing matters related to his absence in Peru and requires assistance from his team members, Claudia, Andy, and Mark.","Mr. Benson thanked everyone for staying after hours and discussed the need to discuss work matters in his absence and urgent requirements from the team. Claudia, Andy, and Mark confirmed their attendance. Mark mentioned being late due to a client call, and Mr. Benson assured him they were just starting the discussion.","Mr. Benson, currently in Peru, thanked employees for staying after hours and discussed urgent matters requiring their attention. Claudia, Andy, and Mark expressed their presence and inquired about specific requirements. Mr. Benson assured Mark he hadn't missed anything as they were just beginning the discussion.",Mr. Benson is discussing work matters with his team while he is away in Peru.,2,2,2,2,1,-1,-1,-1,0,-1
3,Mr. Benson is discussing work matters with his team while he is away in Peru.,"Mr. Benson thanked his team for staying after hours and discussed the need to cover his work during his absence in Peru, as well as requesting urgent assistance from them on certain matters.","Mr. Benson is discussing matters related to his absence in Peru and requires assistance from his team members, Claudia, Andy, and Mark.","Mr. Benson thanked the team for staying after hours and discussed the need to cover his absense with some tasks and requirements, while Claudia and Andy expressed their availability. Mark arrived late due to a client call.","Mr. Benson is discussing matters related to his absence in Peru and requires assistance from his team members, Claudia, Andy, and Mark.",Mr. Benson thanked the team for staying after hours and discussed the need to cover his absence and requested urgent tasks from them. The team confirmed their presence and inquired about the required tasks.,"Mr. Benson is discussing matters related to his absence in Peru and requires assistance from his team members, Claudia, Andy, and Mark.","Mr. Benson thanked everyone for staying after hours and discussed the need to discuss work matters in his absence and urgent requirements from the team. Claudia, Andy, and Mark confirmed their attendance. Mark mentioned being late due to a client call, and Mr. Benson assured him they were just starting the discussion.","Mr. Benson, currently in Peru, thanked employees for staying after hours and discussed urgent matters requiring their attention. Claudia, Andy, and Mark expressed their presence and inquired about specific requirements. Mr. Benson assured Mark he hadn't missed anything as they were just beginning the discussion.",Mr. Benson is discussing work matters with his team while he is away in Peru.,2,2,2,2,1,1,-1,1,1,-1
4,"Joy shared the link to her beauty shop with Peter, who expressed his intention to check it out.","Peter asked Joy for the link to her beauty shop, and Joy provided it to him.","Joy provided Peter with the link to her beauty shop (https://*********) and expressed hope that he would like it, inviting him to ask any questions. Peter indicated that he would look at it.","Peter asked Joy for the link to her beauty shop, and Joy provided it to him. Peter then asked if he could look at it, and Joy said he could.","Joy shared the link to her beauty shop with Peter, who expressed his intention to check it out.","Peter asked Joy for the link to her beauty shop, and Joy provided it to him. Peter thanked her and said he would look at it.","Joy provided Peter with the link to her beauty shop (https://*********) and expressed hope that he would find it appealing, inviting him to ask any questions he might have. Peter acknowledged the information and plans to examine it further.","Peter asked Joy for the link to her beauty shop, and Joy provided it to him. Peter thanked her and said he would look at it.","Joy provided Peter with the link to her beauty shop (https://*********) and expressed hope that he would like it, inviting him to ask any questions. Peter indicated that he would look at the link.","Peter asked Joy for the link to her beauty shop, and Joy provided it to him.",1,1,1,1,1,-1,-1,-1,-1,1
5,"Joy shared the link to her beauty shop with Peter, who expressed his intention to check it out.","Peter asked Joy for the link to her beauty shop, and Joy provided it to him.","Joy provided Peter with the link to her beauty shop (https://*********) and expressed hope that he would like it, inviting him to ask any questions. Peter indicated that he would look at it.","Peter asked Joy for the link to her beauty shop, and Joy provided it to him. Peter then asked if he could look at it, and Joy said he could.","Joy shared the link to her beauty shop with Peter, who expressed his intention to check it out.","Peter asked Joy for the link to her beauty shop, and Joy provided it to him. Peter thanked her and said he would look at it.","Joy provided Peter with the link to her beauty shop (https://*********) and expressed hope that he would find it appealing, inviting him to ask any questions he might have. Peter acknowledged the information and plans to examine it further.","Peter asked Joy for the link to her beauty shop, and Joy provided it to him. Peter thanked her and said he would look at it.","Joy provided Peter with the link to her beauty shop (https://*********) and expressed hope that he would like it, inviting him to ask any questions. Peter indicated that he would look at the link.","Peter asked Joy for the link to her beauty shop, and Joy provided it to him.",1,1,1,1,1,-1,-1,-1,1,1
3,"Joy shared the link to her beauty shop with Peter, who expressed his intention to check it out.","Peter asked Joy for the link to her beauty shop, and Joy provided it to him.","Joy provided Peter with the link to her beauty shop (https://*********) and expressed hope that he would like it, inviting him to ask any questions. Peter indicated that he would look at it.","Peter asked Joy for the link to her beauty shop, and Joy provided it to him. Peter then asked if he could look at it, and Joy said he could.","Joy shared the link to her beauty shop with Peter, who expressed his intention to check it out.","Peter asked Joy for the link to her beauty shop, and Joy provided it to him. Peter thanked her and said he would look at it.","Joy provided Peter with the link to her beauty shop (https://*********) and expressed hope that he would find it appealing, inviting him to ask any questions he might have. Peter acknowledged the information and plans to examine it further.","Peter asked Joy for the link to her beauty shop, and Joy provided it to him. Peter thanked her and said he would look at it.","Joy provided Peter with the link to her beauty shop (https://*********) and expressed hope that he would like it, inviting him to ask any questions. Peter indicated that he would look at the link.","Peter asked Joy for the link to her beauty shop, and Joy provided it to him.",1,1,1,1,1,1,-1,1,-1,-1
1,"1. Eric and Dan discussed their opinions on ""The Punisher"" season 2, with Eric believing it showed Frank Castle as a more authentic Punisher while Dan thought it was an improvement over the first. They also agreed that Jigsaw should have had more scars and lamented the discontinuation of ""Daredevil"" on Netflix. 2. Eric and Dan exchanged views on ""The Punisher"" seasons 1 and 2, with Eric praising season 2 for its portrayal of Frank Castle as the Punisher and Dan agreeing that it was an improvement, though they both wished","The speakers discuss their opinions on the second season of Punisher, with one preferring it to the first and the other finding it lacking. They also mention the discontinuation of Daredevil and make a joke about Netflix's decision-making.","1. Eric and Dan discussed their opinions on ""The Punisher"" season 2, with Eric preferring the first one but appreciating the second's portrayal of Frank Castle as the true Punisher, and both agreeing that Jigsaw should have had more scars and lamenting the discontinuation of ""Daredevil"" on Netflix. 2. Eric and Dan compared their thoughts on ""The Punisher"" seasons 1 and 2, with Eric praising the second's development of Frank Castle as the Punisher and both expressing disappointment in the cancellation of ""Daredevil","The speakers discuss their opinions on the second season of Punisher, with one preferring it to the first and the other finding it inferior. They also mention the discontinuation of Daredevil and make a joke about Netflix's decision-making process.","The speakers discuss their opinions on the second season of ""Punisher"" and the first season of ""Daredevil,"" with one of them suggesting that Jigsaw should have had more scars and the other agreeing that it's a shame that ""Daredevil"" was discontinued.","1. Eric and Dan discussed their opinions on ""The Punisher"" season 2, with Eric preferring the first one but appreciating the second's portrayal of Frank Castle as the Punisher, while Dan agreed and added that they felt Jigsaw should have had more scars. 2. They lamented the cancellation of ""Daredevil"" on Netflix and joked about the streaming service's decision-making abilities.","The speakers discuss their opinions on the second season of ""Punisher"" and the first season of ""Daredevil,"" with one of them suggesting that Jigsaw should have had more scars and the other agreeing that it's a shame that ""Daredevil"" was discontinued.","1. Eric and Dan discussed their opinions on ""The Punisher"" season 2, with Eric preferring the first one but appreciating the second's portrayal of Frank Castle as the titular character, and both agreeing that Jigsaw could have had more scars and lamenting the cancellation of ""Daredevil"" on Netflix.  2. Eric and Dan compared their thoughts on ""The Punisher"" seasons 1 and 2, with Eric finding the first better but acknowledging improvements in the second, particularly in depicting Frank Castle as the Punisher, and both expressing disappointment","The speakers discuss their opinions on the second season of ""Punisher"" and the first season of ""Daredevil,"" with one of them suggesting that Jigsaw should have had more scars and the other agreeing that it's a shame that ""Daredevil"" was discontinued.","1. Eric and Dan discussed their opinions on ""The Punisher"" season 2, with Eric preferring the first one but appreciating the deeper exploration of Frank Castle's character, and both agreeing that Jigsaw could have had more scars and lamenting the discontinuation of ""Daredevil"" on Netflix.  2. Eric and Dan exchanged views on ""The Punisher"" seasons 1 and 2, with Eric praising the development of Frank Castle's character in the second installment and both acknowledging the missed opportunity to further scar Jigsaw, while expressing disappointment",1,1,2,2,2,1,1,1,1,1
2,"1. Eric and Dan discussed their opinions on ""The Punisher"" season 2, with Eric believing it showed Frank Castle as a more authentic Punisher while Dan thought it was an improvement over the first. They also agreed that Jigsaw should have had more scars and lamented the discontinuation of ""Daredevil"" on Netflix. 2. Eric and Dan exchanged views on ""The Punisher"" seasons 1 and 2, with Eric praising season 2 for its portrayal of Frank Castle as the Punisher and Dan agreeing that it was an improvement, though they both wished","The speakers discuss their opinions on the second season of Punisher, with one preferring it to the first and the other finding it lacking. They also mention the discontinuation of Daredevil and make a joke about Netflix's decision-making.","1. Eric and Dan discussed their opinions on ""The Punisher"" season 2, with Eric preferring the first one but appreciating the second's portrayal of Frank Castle as the true Punisher, and both agreeing that Jigsaw should have had more scars and lamenting the discontinuation of ""Daredevil"" on Netflix. 2. Eric and Dan compared their thoughts on ""The Punisher"" seasons 1 and 2, with Eric praising the second's development of Frank Castle as the Punisher and both expressing disappointment in the cancellation of ""Daredevil","The speakers discuss their opinions on the second season of Punisher, with one preferring it to the first and the other finding it inferior. They also mention the discontinuation of Daredevil and make a joke about Netflix's decision-making process.","The speakers discuss their opinions on the second season of ""Punisher"" and the first season of ""Daredevil,"" with one of them suggesting that Jigsaw should have had more scars and the other agreeing that it's a shame that ""Daredevil"" was discontinued.","1. Eric and Dan discussed their opinions on ""The Punisher"" season 2, with Eric preferring the first one but appreciating the second's portrayal of Frank Castle as the Punisher, while Dan agreed and added that they felt Jigsaw should have had more scars. 2. They lamented the cancellation of ""Daredevil"" on Netflix and joked about the streaming service's decision-making abilities.","The speakers discuss their opinions on the second season of ""Punisher"" and the first season of ""Daredevil,"" with one of them suggesting that Jigsaw should have had more scars and the other agreeing that it's a shame that ""Daredevil"" was discontinued.","1. Eric and Dan discussed their opinions on ""The Punisher"" season 2, with Eric preferring the first one but appreciating the second's portrayal of Frank Castle as the titular character, and both agreeing that Jigsaw could have had more scars and lamenting the cancellation of ""Daredevil"" on Netflix.  2. Eric and Dan compared their thoughts on ""The Punisher"" seasons 1 and 2, with Eric finding the first better but acknowledging improvements in the second, particularly in depicting Frank Castle as the Punisher, and both expressing disappointment","The speakers discuss their opinions on the second season of ""Punisher"" and the first season of ""Daredevil,"" with one of them suggesting that Jigsaw should have had more scars and the other agreeing that it's a shame that ""Daredevil"" was discontinued.","1. Eric and Dan discussed their opinions on ""The Punisher"" season 2, with Eric preferring the first one but appreciating the deeper exploration of Frank Castle's character, and both agreeing that Jigsaw could have had more scars and lamenting the discontinuation of ""Daredevil"" on Netflix.  2. Eric and Dan exchanged views on ""The Punisher"" seasons 1 and 2, with Eric praising the development of Frank Castle's character in the second installment and both acknowledging the missed opportunity to further scar Jigsaw, while expressing disappointment",1,1,2,2,2,1,1,1,1,-1
3,"1. Eric and Dan discussed their opinions on ""The Punisher"" season 2, with Eric believing it showed Frank Castle as a more authentic Punisher while Dan thought it was an improvement over the first. They also agreed that Jigsaw should have had more scars and lamented the discontinuation of ""Daredevil"" on Netflix. 2. Eric and Dan exchanged views on ""The Punisher"" seasons 1 and 2, with Eric praising season 2 for its portrayal of Frank Castle as the Punisher and Dan agreeing that it was an improvement, though they both wished","The speakers discuss their opinions on the second season of Punisher, with one preferring it to the first and the other finding it lacking. They also mention the discontinuation of Daredevil and make a joke about Netflix's decision-making.","1. Eric and Dan discussed their opinions on ""The Punisher"" season 2, with Eric preferring the first one but appreciating the second's portrayal of Frank Castle as the true Punisher, and both agreeing that Jigsaw should have had more scars and lamenting the discontinuation of ""Daredevil"" on Netflix. 2. Eric and Dan compared their thoughts on ""The Punisher"" seasons 1 and 2, with Eric praising the second's development of Frank Castle as the Punisher and both expressing disappointment in the cancellation of ""Daredevil","The speakers discuss their opinions on the second season of Punisher, with one preferring it to the first and the other finding it inferior. They also mention the discontinuation of Daredevil and make a joke about Netflix's decision-making process.","The speakers discuss their opinions on the second season of ""Punisher"" and the first season of ""Daredevil,"" with one of them suggesting that Jigsaw should have had more scars and the other agreeing that it's a shame that ""Daredevil"" was discontinued.","1. Eric and Dan discussed their opinions on ""The Punisher"" season 2, with Eric preferring the first one but appreciating the second's portrayal of Frank Castle as the Punisher, while Dan agreed and added that they felt Jigsaw should have had more scars. 2. They lamented the cancellation of ""Daredevil"" on Netflix and joked about the streaming service's decision-making abilities.","The speakers discuss their opinions on the second season of ""Punisher"" and the first season of ""Daredevil,"" with one of them suggesting that Jigsaw should have had more scars and the other agreeing that it's a shame that ""Daredevil"" was discontinued.","1. Eric and Dan discussed their opinions on ""The Punisher"" season 2, with Eric preferring the first one but appreciating the second's portrayal of Frank Castle as the titular character, and both agreeing that Jigsaw could have had more scars and lamenting the cancellation of ""Daredevil"" on Netflix.  2. Eric and Dan compared their thoughts on ""The Punisher"" seasons 1 and 2, with Eric finding the first better but acknowledging improvements in the second, particularly in depicting Frank Castle as the Punisher, and both expressing disappointment","The speakers discuss their opinions on the second season of ""Punisher"" and the first season of ""Daredevil,"" with one of them suggesting that Jigsaw should have had more scars and the other agreeing that it's a shame that ""Daredevil"" was discontinued.","1. Eric and Dan discussed their opinions on ""The Punisher"" season 2, with Eric preferring the first one but appreciating the deeper exploration of Frank Castle's character, and both agreeing that Jigsaw could have had more scars and lamenting the discontinuation of ""Daredevil"" on Netflix.  2. Eric and Dan exchanged views on ""The Punisher"" seasons 1 and 2, with Eric praising the development of Frank Castle's character in the second installment and both acknowledging the missed opportunity to further scar Jigsaw, while expressing disappointment",1,1,2,2,2,0,1,1,-1,-1
5,"1. Adam expresses his fear and anxiety about an upcoming exam, to which Dave offers words of encouragement and support, reassuring him that everyone is nervous and believing in his ability to succeed.  2. Adam seeks good luck wishes from Dave before going into the exam room.",Adam is going into an exam and is feeling nervous. Dave is trying to reassure him and offer support.,"Adam is going into an exam and is feeling nervous, but his friend Dave is trying to calm him down and offer support.","1. Adam expresses his fear and anxiety about an upcoming exam, to which Dave offers words of encouragement and support, assuring him that everyone is nervous and believing in his ability to succeed. 2. Adam seeks reassurance and wishes for good luck before his exam, which Dave provides with encouragement and positive affirmations.","Adam expresses his fear and anxiety about an upcoming exam, while Dave offers words of encouragement and support, assuring him that everyone is nervous and believing in his ability to succeed. Adam asks for good luck before entering the exam room.","Adam is going into an exam and is feeling nervous, but his friend Dave is trying to calm him down and offer support.","Adam is going into an exam and is feeling nervous, but his friend Dave is supportive and encourages him to do his best.","1. Adam expresses his fear and anxiety about an upcoming exam, to which Dave offers reassurance and encouragement, encouraging him with ""Good luck."" 2. Adam shares his apprehension about an exam, prompting Dave to assure him that everyone is nervous but believes in him, and wishing him luck.",Adam is going into an exam and is feeling nervous. Dave is trying to calm him down and offer support.,"Adam expresses his fear and anxiety about an upcoming exam, to which Dave offers words of encouragement and support, reassuring Adam that they all feel nervous and believing in his ability to succeed. Adam asks for good luck before entering the exam room.",1,2,1,2,2,1,-1,1,-1,-1
4,"1. Adam expresses his fear and anxiety about an upcoming exam, to which Dave offers words of encouragement and support, reassuring him that everyone is nervous and believing in his ability to succeed.  2. Adam seeks good luck wishes from Dave before going into the exam room.",Adam is going into an exam and is feeling nervous. Dave is trying to reassure him and offer support.,"Adam is going into an exam and is feeling nervous, but his friend Dave is trying to calm him down and offer support.","1. Adam expresses his fear and anxiety about an upcoming exam, to which Dave offers words of encouragement and support, assuring him that everyone is nervous and believing in his ability to succeed. 2. Adam seeks reassurance and wishes for good luck before his exam, which Dave provides with encouragement and positive affirmations.","Adam expresses his fear and anxiety about an upcoming exam, while Dave offers words of encouragement and support, assuring him that everyone is nervous and believing in his ability to succeed. Adam asks for good luck before entering the exam room.","Adam is going into an exam and is feeling nervous, but his friend Dave is trying to calm him down and offer support.","Adam is going into an exam and is feeling nervous, but his friend Dave is supportive and encourages him to do his best.","1. Adam expresses his fear and anxiety about an upcoming exam, to which Dave offers reassurance and encouragement, encouraging him with ""Good luck."" 2. Adam shares his apprehension about an exam, prompting Dave to assure him that everyone is nervous but believes in him, and wishing him luck.",Adam is going into an exam and is feeling nervous. Dave is trying to calm him down and offer support.,"Adam expresses his fear and anxiety about an upcoming exam, to which Dave offers words of encouragement and support, reassuring Adam that they all feel nervous and believing in his ability to succeed. Adam asks for good luck before entering the exam room.",1,2,1,2,2,1,-1,1,-1,1
3,"1. Adam expresses his fear and anxiety about an upcoming exam, to which Dave offers words of encouragement and support, reassuring him that everyone is nervous and believing in his ability to succeed.  2. Adam seeks good luck wishes from Dave before going into the exam room.",Adam is going into an exam and is feeling nervous. Dave is trying to reassure him and offer support.,"Adam is going into an exam and is feeling nervous, but his friend Dave is trying to calm him down and offer support.","1. Adam expresses his fear and anxiety about an upcoming exam, to which Dave offers words of encouragement and support, assuring him that everyone is nervous and believing in his ability to succeed. 2. Adam seeks reassurance and wishes for good luck before his exam, which Dave provides with encouragement and positive affirmations.","Adam expresses his fear and anxiety about an upcoming exam, while Dave offers words of encouragement and support, assuring him that everyone is nervous and believing in his ability to succeed. Adam asks for good luck before entering the exam room.","Adam is going into an exam and is feeling nervous, but his friend Dave is trying to calm him down and offer support.","Adam is going into an exam and is feeling nervous, but his friend Dave is supportive and encourages him to do his best.","1. Adam expresses his fear and anxiety about an upcoming exam, to which Dave offers reassurance and encouragement, encouraging him with ""Good luck."" 2. Adam shares his apprehension about an exam, prompting Dave to assure him that everyone is nervous but believes in him, and wishing him luck.",Adam is going into an exam and is feeling nervous. Dave is trying to calm him down and offer support.,"Adam expresses his fear and anxiety about an upcoming exam, to which Dave offers words of encouragement and support, reassuring Adam that they all feel nervous and believing in his ability to succeed. Adam asks for good luck before entering the exam room.",1,2,1,2,2,1,-1,1,1,-1
4,"1. Evan informed Allison that he had spoken to Ethan about attending a function, but Ethan might not come. 2. In response, Allison asked Evan to persuade Ethan to attend and Evan agreed to try.",Evan plans to try to persuade Ethan to attend the function.,Evan plans to try to convince Ethan to come to the function.,"1. Evan discussed the function with Ethan and learned he might not attend; Allison asked Evan to persuade Ethan to come, and Evan agreed to try. 2. Evan informed Allison that Ethan might not make it to the function, prompting Allison to ask Evan to convince him to attend, and Evan promised to make an effort.","1. Evan discussed the function with Ethan, who may not attend; Allison asked Evan to persuade Ethan to come. 2. Evan spoke with Ethan about attending a function, and although Ethan expressed uncertainty, Evan planned to encourage him to participate.",Evan plans to try to persuade Ethan to attend a function.,"1. Evan discussed the function with Ethan, who may not attend; Allison asked Evan to persuade Ethan to come. 2. Evan spoke with Ethan about attending a function, but Ethan was uncertain, so Allison asked Evan to convince him to come.",Evan plans to talk to Ethan and try to persuade him to come to the function.,Evan plans to try to convince Ethan to come to the function.,"1. Evan discussed the function with Ethan, who expressed uncertainty about attending. 2. Determined to have Ethan present, Evan plans to persuade him to come.",1,2,1,1,2,1,-1,1,1,-1
7,"1. Evan informed Allison that he had spoken to Ethan about attending a function, but Ethan might not come. 2. In response, Allison asked Evan to persuade Ethan to attend and Evan agreed to try.",Evan plans to try to persuade Ethan to attend the function.,Evan plans to try to convince Ethan to come to the function.,"1. Evan discussed the function with Ethan and learned he might not attend; Allison asked Evan to persuade Ethan to come, and Evan agreed to try. 2. Evan informed Allison that Ethan might not make it to the function, prompting Allison to ask Evan to convince him to attend, and Evan promised to make an effort.","1. Evan discussed the function with Ethan, who may not attend; Allison asked Evan to persuade Ethan to come. 2. Evan spoke with Ethan about attending a function, and although Ethan expressed uncertainty, Evan planned to encourage him to participate.",Evan plans to try to persuade Ethan to attend a function.,"1. Evan discussed the function with Ethan, who may not attend; Allison asked Evan to persuade Ethan to come. 2. Evan spoke with Ethan about attending a function, but Ethan was uncertain, so Allison asked Evan to convince him to come.",Evan plans to talk to Ethan and try to persuade him to come to the function.,Evan plans to try to convince Ethan to come to the function.,"1. Evan discussed the function with Ethan, who expressed uncertainty about attending. 2. Determined to have Ethan present, Evan plans to persuade him to come.",1,2,1,1,2,-1,-1,1,1,-1
3,"1. Evan informed Allison that he had spoken to Ethan about attending a function, but Ethan might not come. 2. In response, Allison asked Evan to persuade Ethan to attend and Evan agreed to try.",Evan plans to try to persuade Ethan to attend the function.,Evan plans to try to convince Ethan to come to the function.,"1. Evan discussed the function with Ethan and learned he might not attend; Allison asked Evan to persuade Ethan to come, and Evan agreed to try. 2. Evan informed Allison that Ethan might not make it to the function, prompting Allison to ask Evan to convince him to attend, and Evan promised to make an effort.","1. Evan discussed the function with Ethan, who may not attend; Allison asked Evan to persuade Ethan to come. 2. Evan spoke with Ethan about attending a function, and although Ethan expressed uncertainty, Evan planned to encourage him to participate.",Evan plans to try to persuade Ethan to attend a function.,"1. Evan discussed the function with Ethan, who may not attend; Allison asked Evan to persuade Ethan to come. 2. Evan spoke with Ethan about attending a function, but Ethan was uncertain, so Allison asked Evan to convince him to come.",Evan plans to talk to Ethan and try to persuade him to come to the function.,Evan plans to try to convince Ethan to come to the function.,"1. Evan discussed the function with Ethan, who expressed uncertainty about attending. 2. Determined to have Ethan present, Evan plans to persuade him to come.",1,2,1,1,2,-1,1,-1,-1,-1
5,"Gina asks Monica for a USB, Monica provides one, and Gina thanks her.","Gina requested Monica for a USB and was directed to Monica's office on the 2nd floor, room 112, where Monica provided the USB for Gina's use.","Gina asked Monica for a USB and was granted permission to visit her office on the 2nd floor, room 112, to retrieve it.","Gina asks Monica for a USB, Monica provides one, and Gina thanks her. Monica also gives Gina directions to her office.","Gina asks Monica for a free USB, Monica provides one and invites Gina to her office.","Gina asks Monica for a free USB and Monica offers one, leading Gina to Monica's office on the 2nd floor, room 112.","Gina asked Monica for a free USB and was given one, along with an invitation to Monica's office on the 2nd floor, room 112.","Gina asks Monica for a free USB, Monica offers one and provides the location to pick it up.","Gina asked Monica for a USB and was granted access to Monica's office on the 2nd floor, room 112, to retrieve it.","Gina asks Monica for a USB, Monica provides one, and Gina thanks her. Monica also gives Gina directions to her office.",2,1,2,1,1,1,-1,1,1,-1
